Razão Social;Nome de Pregão;Código
NU HOLDINGS LTD.;NU-NUBANK;NUBR
NUFARM INDUSTRIA QUIMICA E FARMACEUTICA S.A.;NUFARM;NFAR
NUTRIPLANT INDUSTRIA E COMERCIO S.A.;NUTRIPLANT;NUTR
NUVINI S.A.;NUVINI S.A.;NVNI
O.A.M.S.P.E. EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;O.A.M.S.P.E.;OAMS
OAS S/A - EM RECUPERACAO JUDICIAL;OAS;OASP
OCEAN HOUSES INCORPORACAO IMOBILIARIA S/A;OCEAN;OCHS
OCEANAIR LINHAS AEREAS S.A;OCEANAIR;OCER
OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;OCEANICAENGE;OENC
OCEANPACT SERVICOS MARITIMOS S.A.;OCEANPACT;OPCT
OCRIM S.A. PRODUTOS ALIMENTÍCIOS;OCRIMSAPRODU;OCRM
OCTANTE SECURITIZADORA S.A.;OCTANTE SEC;OCTS
ODEBRECHT AMBIENTAL - MACAE S.A.;ODEBRECHTMAC;FOZM
ODEBRECHT AMBIENTAL S.A.;ODEBRECHTAMB;ODBA
ODEBRECHT ENERGIA S.A.;ODEBENER;ODEB
ODEBRECHT PARTICIPACOES E INVESTIMENTOS S.A.;ODEBPARTINV;OHPT
ODEBRECHT S.A.;ODEBSA;ODCT
ODEBRECHT SERVICOS E PARTICIPACOES S/A;ODEBRECHTPAR;ODBS
ODEBRECHT TRANSPORT PARTICIPACOES S.A.;ODEBRECHTTRA;ODBT
ODEBRECHT TRANSPORT S.A.;ODEBRETRANS;ODTR
ODONTOPREV S.A.;ODONTOPREV;ODPV
ODOYA TRANSMISSORA DE ENERGIA S.A..;ODOYAENERGIA;ODYA
OEA EOLICA CORREDOR DO SENANDES 2 S.A;EOLICA2;OESD
OEA EOLICA CORREDOR DO SENANDES III S.A.;SENANDESIII;OEST
OEA EOLICA CORREDOR DO SENANDES IV S.A.;OEAEOLICAIV;OESQ
OEA EOLICA VENTO ARAGANO I S.A.;VENTOARAGANO;OEAR
OI S.A.;OI;OIBR
OIW INDUSTRIA ELETRONICA SA;OIWINDUSTRIA;OIWI
OLEOPLAN S.A - ÓLEOS VEGETAIS PLANALTO;OLEOPLAN;OBIO
OLIMPIO PARTICIP. E EMPREEND. IMOBILIÁRIOS LTDA.;OLIMPIO;OPEI
OMEGA DESENVOLVIMENTO S.A.;OMEGA DESENV;OGDS
OMEGA ENERGIA E IMPLANTACAO 2 S.A.;OMEGA2;OMNG
OMEGA ENERGIA S.A.;OMEGAENERGIA;MEGA
OMNI BANCO S/A;OMNIBM;BPEC
OMNI TÁXI AÉREO S.A.;OMNI TAXI AE;OMTX
ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A.;ONCOCLINICAS;ONCO
OPEA SECURITIZADORA S.A.;RBCAPITALRES;RBRA
OPTIPAR PARTICIPACOES S. A.;OPTIPAR PART;OTPA
OR EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES S/;ORSA;ODRP
ORBI QUÍMICA S/A;ORBI QUIMICA;ORBQ
ORIGEM ENERGIA ALAGOAS S.A.;ORIGEMENERGI;OENA
ORIGINAL HOLDING S.A.;ORIGINALHOLD;OGHD
ORIZON MEIO AMBIENTE S.A.;HAZTEC;HZTC
ORIZON VALORIZACAO DE RESIDUOS S.A.;ORIZON;ORVR
OSP INVESTIMENTOS S/A;OSPINVEST;OSPV
OSX BRASIL S.A.;OSX BRASIL;OSXB
OSX CONSTRUCAO NAVAL SA-EM REC.JUDICIAL;OSX;OSXN
OT SERVIÇOS DE LOGÍSTICA E TRANSPORTES LTDA;OT SERVIÇOS;OTSL
OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S/A;OURILANDIA;OURI
OURINVEST SECURITIZADORA SA;OURINVESTSEC;OSEC
OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OUROFINO S/A;OFSA
OURO PRETO GESTAO DE RECURSOS S.A.;OUROPRETO;OPGR
OURO PRETO SERVIÇOS DE SANEAMENTO S.A. – SANEOURO;OURO PRETO S;SNRO
OURO VERDE LOCACAO E SERVICO S.A.;OURO VERDE;OVSA
OYAMOTA DO BRASIL S.A.;OYAMOTA BR;OYAM
PACER TRANSPORTE E LOGISTICA S.A.;PACER;PACR
PADTEC HOLDING S.A.;PADTEC;PDTC
PADTEC S.A.;PADTECSA;PADT
PADUA IV PARTICIPACOES S.A.;PADUA IV;PADP
PAG S.A MEIOS DE PAGAMENTO;PAG;AVTS
PAGRISA PARÁ PASTORIL E AGRICOLA S.A.;PAGRISA;PGSA
PANATLANTICA S.A.;PANATLANTICA;PATI
PARANA BCO S.A.;PARANA;PRBC
PARANAGUA SANEAMENTO S/A;PARANAGUA;CABP
PARANAIBA TRANSMISSORA DE ENERGIA S.A.;PARANAIBA;PRTE
PARANAPANEMA S.A.;PARANAPANEMA;PMAM
PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A.;PARINTINS AM;PTAZ
PARK EMPREENDIMENTOS COMERCIAIS S.A.;PARKEMPREE;PRKE
PARNAIBA GAS NATURAL S.A.;PARNAIBAGAS;PGNA
Parnaíba I;PARNAIBAI;PNBI
Parnaíba II;PARNAIBA II;PIIG
PARNAIBA III GERACAO DE ENERGIA S.A.;PARNAIBAIII;UTEP
PARQUE DA LAGOA DESENVOLVIMENTO IMOBILIARIO S/A;PARQUEDALAGO;PRQE
PARQUE EOLICO ASSURUA II S.A.;ASSURUAII;PQSS
PARQUE EOLICO ASSURUA V S.A.;ASSURUA;PQAR
PARQUE EOLICO ASSURUA VII S.A.;ASSURUAVII;PQER
PARQUE EOLICO LARANJEIRAS III S.A.;LARANJEIRASI;PQEL
PARQUE EOLICO LARANJEIRAS IX S.A.;LARANJEIRASI;PQLR
PARTAGE EMPREENDIMENTOS E PARTICIPACOES S/A;PARTAGE EMPR;PTGE
PARTNERS PHARMA PARTICIPACOES S/A;PARTPHARMA;PHMA
PATRIA CIA SECURITIZADORA DE CRED IMOB;PATRIA SEC;NOOS
PAU RAINHA GERACAO E COMERCIO DE ENERGIA SPE S/A;PAU RAINHA;RAIN
PAULISTA PRAIA HOTEL S.A.;PRAIA HOTEL;PPHT
PB ADMINISTRADORA DE ESTACIONAMENTOS LTDA;PBADMESTACIO;PBAE
PBG S/A;PORTOBELLO;PTBL
PBH ATIVOS S.A.;PBH ATIVOS;PBHA
PCH BV II GERAÇÃO DE ENERGIA S.A.;PCH BV II GE;PCHV
PCH HOLDING 2 S.A.;PCHHOLDING;PCHH
PDC PARTICIPACOES S.A.;PDCPART;PDCP
PDG COMPANHIA SECURITIZADORA;PDG SECURIT;PDGS
PDG REALTY S.A. EMPREEND E PARTICIPACOES;PDG REALT;PDGR
PDL 1.0 COMPANHIA SECURITIZADORA DE CREDITOS FINA;PDL10;PDLS
PEDRA CHEIROSA I ENERGIA S/A;PEDRAI;PDCI
PEDRA CHEIROSA II ENERGIA S/A;PEDRAII;PCII
PEQUENA CENTRAL HIDRELETRICA SL S/A;PEQUENACENTR;PQCN
PERSONAL CARE PARTICIPAÇÕES S.A.;PERSONALCARE;PCRP
PET CENTER COMERCIO E PARTICIPACOES S.A.;PETZ;PETZ
PETRA ENERGIA S/A;PETRA;PTRA
PETRA GOLD SERVIÇOS FINANCEIROS S.A.;PETRA GOLD;PTGD
PETRO RIO S.A.;PETRORIO;PRIO
PETROLEO BRASILEIRO S.A. PETROBRAS;PETROBRAS;PETR
PETRORECÔNCAVO S.A.;PETRORECSA;RECV
PETTENATI S.A. INDUSTRIA TEXTIL;PETTENATI;PTNT
PHOENIX TOWER PARTICIPACOES S/A;PHOENIX;PNXT
PIMCO 0-5 YEAR HIGH YIELD CORP BOND INDEX EXCH-TF;PCOM 0T5 HY;BHYS
PIMCO 15 YEAR U.S. TIPS INDEX EXCHANGE-TF;PMCO 15 YRTP;BLTP
PIMCO 1TO5 YEAR U.S. TIPS INDEX EXCHANGE-TF;PMCO 1T5 YRT;BSTP
PIMCO 25 YEAR ZERO COUPON US TREASUR INDEX EXCH-TF;PCOM 25 YRZC;BZRO
PIMCO BROAD U.S. TIPS INDEX EXCHANGE-TF;PMCO BROAD;BIPZ
PIMCO INVESTMENT GRADE CORP BOND INDEX EXCH-TF;PMCO IGR CPI;BCRP
PIRAPORA II ENERGIAS RENOVAVEIS S.A.;PIRAPORAIIEN;PIRP
PIRAPORA II SOLAR HOLDING S.A.;PIRAPORAII;PRPO
PIRAPORA III ENERGIAS RENOVAVEIS S.A.;PIRAPORAIIIE;PRPA
PIRAPORA IV ENERGIAS RENOVAVEIS S.A.;PIRAPORAIVEN;PPRA
PIRAPORA IX ENERGIAS RENOVAVEIS S/A;PIRAPORAIX;PPIX
PIRAPORA SOLAR HOLDING S.A.;PIRAPOA SOLA;PRAS
PIRAPORA V ENERGIAS RENOVAVEIS SA;PIRAPORAV;PRRV
PIRAPORA VI ENERGIAS RENOVAVEIS S/A;PIRAPORAVI;PPVI
PIRAPORA VII ENERGIAS RENOVAVEIS SA;PIRAPORAVII;PVII
PIRAPORA X ENERGIAS RENOVAVEIS S/A;PIRAPORAX;PRPX
PLANETA SECURITIZADORA S.A.;GAIA SECURIT;GAIA
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PLANOEPLANO;PLPL
PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA.;PLASCARINDUS;PICP
PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PLASCAR PART;PLAS
PLUGIFY TECNOLOGIA S.A.;PLUGIFY TECN;PGTE
PMZ DISTRIBUIDORA S.A.;PMZDISTRIBUI;PMZD
PNEUSOLA PNEUS E PECAS S/A;PNEUSOLA;PSLA
POLO CAPITAL SECURITIZADORA S.A;POLO CAP SEC;PLSC
POLO FILMS INDUSTRIA E COMERCIO SA;POLO FILMS;PLFS
POLO INDUSTRIA E COMERCIO S/A.;POLO;PLIN
POLPAR S.A.;POLPAR;PPAR
POMIFRUTAS S/A;POMIFRUTAS;FRTA
PORTALEGRE RJ PARTICIPACOES S.A.;PORTALEGREPA;PARJ
PORTO DAS BARCAS ENERGIA S.A.;BARCASENERGI;PORB
PORTO DO ACU OPERACOES SA;PORTOACU;LLXA
PORTO DO PARNAIBA ENERGIA S.A.;PARNAIBAENER;PPEN
PORTO DO PECEM GERACAO DE ENERGIA .S.A..;PORTODOPECEM;PCEM
PORTO PRIMAVERA TRANSMISSORA DE ENERGIA S/A;PORTOPRIMA;PPTE
PORTO SALGADO ENERGIA S.A.;SALGADO;POSG
PORTO SEGURO LOCADORA DE VEÍCULOS LTDA.;PORTOLOC;PPLV
PORTO SEGURO S.A.;PORTO SEGURO;PSSA
PORTO SUDESTE DO BRASIL S/A;PORTOBRASIL;MMXP
PORTO SUDESTE V.M. S.A.;PORTO VM;PSVM
PORTOCRED S.A. CFI;PORTOCREDCFI;PTCR
PORTONAVE PARTICIPACOES S.A.;PORTONAVEPAR;PPNV
PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES;PORTONAVE;PTNV
PORTOSEG S.A. CREDITO FINANCIAMENTO E INVESTIMENTO;PORTOSEG;PTSG
POSITIVO TECNOLOGIA S.A.;POSITIVO TEC;POSI
POUSO ALEGRE COMERCIAL E AGROPECUARIA S/A;POUSOALEGRE;PSAL
PPLA PARTICIPATIONS LTD.;PPLA;PPLA
PRATICA KLIMAQUIP INDUSTRIA E COMERCIO SA;PRATICA;PTCA
PRIMAV CONSTRUCOES E COMERCIO S/A;PRIMAVCONST;PMAV
PRIMAV INFRAESTRUTURA S/A;PRIMAV INFRA;PINF
PRIME INCORPORACOES E CONSTRUCOES S/A;PRIMEINC;PMIC
PRIME REALTY II EMPREENDIMENTOS IMOBILIARIOS S.A.;PRIMEII;RBRE
PRINCIPAL DSB SERVICOS DE OLEO E GAS II S.A.;DSBSERVICOS;BTOG
PRINCIPAL DSB SERVICOS DE OLEO E GAS S.A.;PRINCIPALDSB;DSBG
PRINER SERVIÇOS INDUSTRIAIS S.A.;PRINER;PRNR
PRIVALIA BRASIL S.A.;PRIVALIA;PRVA
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;PROMAN;PRMN
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PROFARMA;PFRM
PROGEN PROJETOS GERENCIAMENTO E ENGENHARIA S.A.;PROGEN PROJE;PPGE
PROJETO IMOBILIARIO C 2 SA;C2;PIMB
PROJETO LAKE S.A.;PROJETO LAKE;PRLK
PROMPT PARTICIPACOES S.A.;PROMPT PART;PRPT
PROPERTY BRASIL S.A.;PROPERTYBR;ESPB
PROQUIGEL QUIMICA S/A.;PROQUIGEL;PROQ
PROSEGUR HOLDING E PARTICIPACOES S.A;PROSEGPART;SGCE
PROSIMULADOR TECNOLOGIA DE TRANSITO S/A;PROSIMULADOR;PRSL
PROTON ENERGY PARTICIPACOES S.A.;PROTONENERGY;PENP
PRUDENSHOPPING S.A.;PRUDENSHOPPI;PRSH
PRUMO PARTICIPAÇÕES E INVESTIMENTOS S.A.;PRUMO PARTIC;PPIT
Q1 COMERCIAL DE ROUPAS S/A;Q1COMERCIAL;QUCR
QMC TELECOM DO BRASIL CESSAO DE INFRAESTRUTURA S/A;QMC TELECOM;QMCT
QUALICORP ADMINISTRADORA DE BENEFICIOS S/A;QUALICORPADM;QCAB
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;QUALICORP;QUAL
QUALICORP CORRETORA DE SEGUROS S/A;QUALICORSEG;QCCS
QUALITY SOFTWARE S.A.;QUALITY SOFT;QUSW
QUEIROZ GALVAO DESENVOLVIMENTO DE NEGOCIOS S.A.;QGALVAO;QRZG
QUEIROZ GALVAO DESENVOLVIMENTO IMOBILIARIO S.A.;QUEIROZGALVA;QGDI
QUEIROZ GALVAO S/A;QUEIROZGALVA;QGSA
QUEIXADA ENERGETICA S/A;QUEIXADA;QXDA
QUEVEDOS ENERGETICA S/A;QUEVEDOS ENE;QUEV
R.P. PARTICIPAÇÕES EM BIOCOMBUSTÍVEIS S.A.;RP PARTICIP;RPPB
R039 EXTREMA 2 EMPREENDIMENTOS E PARTICIPACOES S.A;R039EXTREMA2;REII
R046 RIO DE JANEIRO EMPREENDIMENTOS E PARTICIP. SA;R046 RIO JAN;RJEP
RADIO E TELEVISAO BANDEIRANTES S.A.;BANDEIRANTES;RTBD
RAIA DROGASIL S.A.;RAIADROGASIL;RADL
RAIZEN ENERGIA S.A.;RAIZEN ENERG;RESA
RAIZEN S.A.;RAIZEN;RAIZ
RANDON S.A. IMPLEMENTOS E PARTICIPACOES;RANDON PART;RAPT
RAPIDOO PAGAMENTOS SECURITIZADORA CRED MERCANTIS;RAPIDOO PAG;RPDO
RB CAPITAL COMMERCIAL PROPERTIES S.A.;RBCOMMERCIAL;RBCC
RB CAPITAL HOLDING S.A;RBCAPHOLDING;RBHO
RB CAPITAL S.A;RBCAP;CPRB
RB COMMERCIAL PROPERTIES 30 EMPREEND. IMOB. S.A.;RB COM PROP;RBMM
RB COMMERCIAL PROPERTIES 61 EMPR. IMOB. S.A.;RBCOMPROP61;RMPP
RBS PARTICIPACOES S.A.;RBS;RBSA
RCH EMPREENDIMENTOS IMOBILIARIOS S.A;RCHEMPREENDI;RCHE
RDA IMPORTACAO. EXPORTACAO E SERVICOS SA;RDAIMPORTEXP;RDAS
RDVE SUBHOLDING S.A.;RDVESUBHOLDI;RDVE
REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;WTORRE PIC;WTPI
REAL ESTATE FLORESTAL EMPREENDIMENTOS IMOBILIARIOS;REALEFLOREST;REFL
REAL ESTATE XVI INVESTIMENTOS IMOBILIARIOS E PARTI;REALESTATE;RSTE
REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO SA;REALIZECFI;RLZE
REALTY IX EMPREENDIMENTOS IMOBILIARIOS LTDA;REALTYIX;RBRN
REALTY VII EMP. IMOBILIARIOS S.A.;REALTYVII;RBST
REB EMPREENDIMENTOS E ADMINISTRADORA DE BENS S/A;REBSA;REBE
REC 2017 EMPREENDIMENTOS E PARTICIPACOES I S.A.;RECI;PEEC
REC 2017 EMPREENDIMENTOS E PARTICIPACOES II S.A.;RECII;PCEE
REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A.;REC2017IX;RCIX
REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA;REC2017VI;RCVI
REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A.;REC2017VII;RECE
REC 2019 III EMPREENDIMENTOS E PARTICIPACOES S.A.;REC 2019 III;RECS
REC CAJAMAR II S.A.;REC CAJAMAR;RECC
REC CAJAMAR IV PARTICIPAÇÕES S.A.;RECCAJAMARIV;RCAJ
REC CAJAMAR S.A;RECAJAMAR;RCCA
REC CIPASA S.A.;REC CIPASA;RCPS
REC DUQUE DE CAXIAS I S.A.;REC DUQUE DE;RDCX
REC GUARULHOS S/A;RECGUARULHOS;RECG
REC JUNDIAÍ III EMPREENDIMENTOS IMOBILIÁRIOS S/A;RECJUNDIAI;RECJ
REC LOG 331 EMPREENDIMENTOS IMOBILIARIOS S.A.;REC LOG 331;RLEI
REC LOG 411 S.A..;REC LOG 411;RCLG
REC REGIS EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;REC REGIS EM;REEP
RECH AGRICOLA S.A.;RECHAGRICOLA;RHAG
RECRUSUL S.A.;RECRUSUL;RCSL
Rede DOr São Luiz S.A.;REDE D OR;RDOR
REDE ENERGIA PARTICIPAÇÕES S.A.;REDE ENERGIA;REDE
REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.;RIOGRANDENSE;RIPI
REFINARIA DE PETROLEOS MANGUINHOS S.A.;PET MANGUINH;RPMG
RENAULT DO BRASIL S.A.;RENAULTBR;RLBL
RENOSA PARTICIPACOES S.A;RENOSAPART;RNSA
RENOVA ENERGIA S.A.;RENOVA;RNEW
RENOVAGRO AGRICULTURA RENOVAVEL;RENOVAGRO AG;RNAG
RENOVIAS CONCESSIONARIA S/A;RENOVIAS;REVC
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.;LE LIS BLANC;LLIS
REVELO COMPANHIA SECURITIZADORA DE CRÉDITOS FINANC;REVELO COMPA;RVLO
REVITA ENGENHARIA S.A.;REVITAENG;RVTA
RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;AES SUL;AESL
RI HAPPY BRINQUEDOS S.A.;RI HAPPY;RHPY
RIALMA COMPANHIA ENERGETICA IV S/A;RIALMAIV;RILM
RIBER - KWS SEMENTES LTDA;RIBER;RKWS
RINCAO DOS ALBINOS ENERGETICA S/A;RINCAOALBINO;RALB
RINCAO SAO MIGUEL ENERGETICA S/A;RINCAO S MIG;RSME
RIO CANOAS ENERGIA S/A;RIOCANOAS;RIOC
RIO CASCA ENERGÉTICA S.A.;RIO CASCA EN;RCEN
RIO CORRENTE S/A;RIO CORRENTE;RCOR
RIO ENERGY PARTICIPAÇÕES S.A.;RIO ENERGY P;REPS
RIO IACO PARTICIPACOES S.A.;RIOIACO;IACO
RIO PARANAPANEMA ENERGIA S.A.;GER PARANAP;GEPA
RIO PETROLEO SPE S/A COMPANHIA SECURITIZADORA DE C;RIOPETROLEOS;RPTL
RIOFORTE INVESTMENT HOLDING BRASIL S.A.;RIOFORTE;RFRT
RIOMAR SHOPPING FORTALEZA S/A;RIOMAR SHOPP;RISF
RJGTIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;RJGTIASEC;RJGT
RN COMERCIO VAREJISTA S/A;RNCOMERCIO;RNCV
RNI NEGÓCIOS IMOBILIÁRIOS S.A.;RNI;RDNI
ROCCO HOSPITALAR ADMINISTRACAO E PARTICIPACOES S/A;ROCCOHOSP;ROCC
ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.;ROCHALOGSA;ROCH
RODOBENS S.A;RODOBENS;RBNS
RODOIL DISTRIBUIDORA DE COMBUSTIVEIS S.A.;RODOILDISTRI;RODC
RODOVIA DAS CATARATAS S/A ECOCATARATAS;RODOVIACATAR;RDVC
RODOVIAS DAS COLINAS S.A.;ROD COLINAS;COLN
RODOVIAS DO BRASIL HOLDING S.A.;RODOVIAS DO;RODB
RODOVIAS INTEGRADAS DO OESTE S/A;RODOVIASOEST;VIAL
ROGGA S.A. CONSTRUTORA E INCORPORADORA;ROGGA S.A.;RGCI
ROMAGNOLE PRODUTOS ELETRICOS S.A.;ROMAGNOLE SA;RMGL
ROMI S.A.;ROMI;ROMI
RONDOBRAS DO AMAZONAS DISTR. DE AUTO PEÇAS LTDA.;RONDOBRAS AM;RADP
ROSSI RESIDENCIAL S.A.;ROSSI RESID;RSID
RT 071 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;RT071 EMPREE;RTEP
RUASINVEST PARTICIPACOES S.A.;RUASINVEST;RSVT
RUMO MALHA NORTE S.A.;ALL NORTE;FRRN
RUMO MALHA PAULISTA S.A.;ALL PAULISTA;GASC
RUMO S.A.;RUMO S.A.;RAIL
RVA CONSTRUCOES E INCORPORACOES S.A;RVACONSTRUCO;RVAC
RZK BIOGAS 02 SA.;RZKBIOGAS02S;RZKB
S.A. USINA CORURIPE AÇÚCAR E ÁLCOOL;USINACORUIPE;SAUC
S/A CORREIO BRAZILIENSE;BRAZILIENSE;CRBZ
S/A O ESTADO DE S.PAULO;OESTADO;OESP
SA CAVALCANTE PARTICIPACOES S.A.;SACAVALCANTE;SACV
SAAB PARTICIPAÇÕES III S.A.;SAABPART III;SABP
SABARA QUIMICOS E INGREDIENTES S/A;SABARAQUIMIC;SAQI
SAGA BRASIL ADMINISTRACAO E PARTICIPACOES S/A;SAGA;SAGA
SALTO DO GUASSUPI ENERGETICA S/A;SALTOGUASSUP;GUAP
SALUS EMPREENDIMENTOS LOGISTICOS II S/A;SALUSII;SLUD
SALUS EMPREENDIMENTOS LOGISTICOS S A;SALUS;SLUS
SALUS INFRAESTRUTURA PORTUARIA SA;SALUS INFRA;SAIP
SAMAR-SOLUCOES AMBIENTAIS DE ARACATUBA S/A;SAMAR;SLUA
SAMM - SOCIEDADE DE ATIVIDADES EM MULTIMIDIA LTDA;SAMM;SAMM
SANEAMENTO 100 INVESTIMENTO E PARTICIPACOES S/A;SANEAME 100;CEMS
SANEAMENTO AMBIENTAL AGUAS DO BRASIL SA;AGUASDOBRASI;SAAB
SANESALTO SANEAMENTO S.A.;SANESALTO;SNST
SANSUY S.A. INDUSTRIA DE PLASTICOS;SANSUY;SNSY
SANTA CRUZ POWER CORPORATION USINAS HIDROELETRICAS;SANTACRUZ;SCPW
SANTA LUZ GERACAO E COMERCIO DE ENERGIA SPE S/A.;SANTA LUZ;SLZG
SANTA URSULA ENERGIAS RENOVAVEIS S.A.;SANTAURSULA;URSL
SANTA VITORIA DO PALMAR ENERGIAS RENOVAVEIS S.A.;VITORIAENERG;SVTR
SANTA VITORIA DO PALMAR HOLDING S.A.;SANTAVITORIA;SVIT
SANTA VITORIA DO PALMAR I ENERGIAS RENOVAVEIS S.A.;PALMARI;STVI
SANTA VITORIA DO PALMAR II ENERGIAS RENOVAVEIS S.A;PALMARII;SVII
SANTA VITORIA DO PALMAR III ENERGIAS RENOVAVEIS S.;PALMARIII;SIII
SANTA VITORIA DO PALMAR IV ENERGIAS RENOVAVEIS S.A;PALMARIV;SNIV
SANTA VITORIA DO PALMAR IX ENERGIAS RENOVAVEIS S.A;PALMARIX;SVIX
SANTA VITORIA DO PALMAR V ENERGIAS RENOVAVEIS S.A.;PALMARV;STLV
SANTA VITORIA DO PALMAR VI ENERGIAS RENOVAVEIS S.A;PALMARVI;SNVI
SANTA VITORIA DO PALMAR VII ENERGIAS RENOVAVEIS S.;PALMARVII;SNII
SANTA VITORIA DO PALMAR VIII ENERGIAS RENOVAVEIS S;PALMARVIII;VIII
SANTA VITORIA DO PALMAR X ENERGIAS RENOVAVEIS S.A.;PALMARX;SVTX
SANTA VITORIA DO PALMAR XI ENERGIAS RENOVAVEIS S.A;PALMARXI;SVXI
SANTA VITORIA DO PALMAR XII ENERGIAS RENOVAVEIS S.;PALMARXII;SXII
SANTANA S/A CREDITO FINANCIAMENTO E INVESTIMENTO;SANTANACFI;SNTN
SANTANDER FINANCE ARRENDAMENTO MERCANTIL S/A;SANTFINANCEA;PSAF
SANTINVEST S/A CFI;SANTINVESTCF;STVT
SANTISTA WORK SOLUTION SA;SANTISTA;TAVX
SANTO ANTONIO ENERGIA S.A.;STO ANTONIO;STEN
SANTOS BRASIL PARTICIPACOES S.A.;SANTOS BRP;STBP
SANTOS ENERGIA PARTICIPACOES S.A;SANTOSENERGI;STEP
SÃO BARTOLOMEU GERADORA DE ENERGIA RENOVÁVEL S.A.;BARTOLOMEU;BTLM
SAO CARLOS EMPREEND E PARTICIPACOES S.A.;SAO CARLOS;SCAR
SAO FRANCISCO ENERGIA S.A.;SAOFRANCISCO;SFEN
SAO JOAO ENERGETICA S/A;SAOJOAOENERG;SAJE
SAO MARTINHO S.A.;SAO MARTINHO;SMTO
SAO PAULO TURISMO S.A.;SPTURIS;AHEB
SAPORE S.A.;SAPORE S.A.;SAPE
SARAIVA EDUCACAO S/A;SARAIVAEDUC;SRVA
SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;SARAIVA LIVR;SLED
SAX SA CREDITO FINANCIAMENTO E INVESTIMENTO;SAXCFI;SAXC
SB BONSUCESSO ADMINISTRADORA DE SHOPPINGS S.A.;SBBONSUCESSO;SBBO
SBF COM PRODUTOS ESPORTIVOS LTDA;SBF COM PROD;SBFC
SC2 MARANHÃO LOCAÇÃO DE CENTROS COMERCIAIS S.A.;SC2 MARANHÃO;SCMR
SCALA DATA CENTERS S.A.;SCALADATACER;SCLL
SCALINA S/A;SCALINA;SCLN
SCANIA BANCO S/A;SCANIABM;SCNA
SCG III HOLDING S.A.;SCGIII;SCGH
SCG IV HOLDING S.A.;SCG IV HOLDI;IVHG
SCHULZ S.A.;SCHULZ;SHUL
SCOTIABANK BRASIL S/A BANCO MULTIPLO;SCOTIABANKBM;DRES
SCR II Companhia Securitizadora de Créditos Financ;SCRIICOMPSEC;SCRC
SE VINEYARDS TRANSMISSÃO DE ENERGIA S/A;VINEYARDS;VNYD
SEB SISTEMA EDUCACIONAL BRASILEIRO S.A.;SEB EDUCA BR;SEBS
SECID ¿ SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO;SECID;SCID
SECULUS DA AMAZONIA INDUSTRIA E COMERCIO S.A.;SECULUS;SCAZ
SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS VERT S.A.;SEC VERT SA;SCIV
SEEDCORP HO PRODUCAO E COMERCIALIZACAO DE SEMENTES;SEEDCORP;SEHO
SELF IT ACADEMIAS HOLDING S.A.;SELF IT HOLD;SLFT
SENDAS DISTRIBUIDORA S.A.;ASSAI;ASAI
SENFF S.A - CREDITO FINANCIAMENTO E INVESTIMENTO;SENFFCFI;SENF
SEQUOIA LOG S/A;SEQUOIALOG;SQOI
SEQUOIA LOGISTICA E TRANSPORTES S.A;SEQUOIA LOG;SEQL
SER EDUCACIONAL S.A.;SER EDUCA;SEER
SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S/A;IBIAPABA;IBPB
SERRA DO MEL HOLDING S.A.;SERRA DO MEL;SDMH
SERRA DO SERIDÓ F1 HOLDING S.A.;SERRA DO SER;SERS
SERRAS HOLDING S.A.;SERRAS;SRRH
SERTAO ENERGIAS RENOVAVEIS S/A;SERTAOENERGI;SRNV
SERTAO I SOLAR ENERGIA SPE S.A.;SERTAOISOLAR;SRTI
SETAH OPERACOES S.A.;SETAH;STAH
SETE BRASIL PARTICIPACOES S.A;SETEBRASILPA;STEB
